"date","time","landing_site","lat","lon","display_name","importance"
"03-10-1944","23:05","Wanstead",51.5756739,0.0277989,"Wanstead, London Borough of Redbridge, London, Greater London, England, E11 2RJ, United Kingdom",0.548550399368711
"04-10-1944","08:50","Sheppey",51.4012061,0.825468263779321,"Isle of Sheppey, Swale, Kent, South East England, England, United Kingdom",0.50684965102717
"04-10-1944","12:22","10 mls. Off Gt. Yarmouth, at sea",NA,NA,NA,NA
"04-10-1944","13:40","Rockland St. Mary",52.5868521,1.4141951,"Rockland St. Mary, South Norfolk, Norfolk, East of England, England, United Kingdom",0.604565279346267
"04-10-1944","16:47","Crostwick",52.6927648,1.34334343564848,"Crostwick, Broadland, Norfolk, East of England, England, United Kingdom",0.388015094618814
"04-10-1944","17:37","Spixworth",52.6853243,1.31479042610774,"Spixworth, Broadland, Norfolk, East of England, England, United Kingdom",0.395048171515218
"05-10-1944","04:22","Monks Green",51.759876,-0.0685757,"Monks Green, Brickendon Liberty, Brickendon, East Hertfordshire, Hertfordshire, East of England, England, SG13 8QL, United Kingdom",0.45
"05-10-1944","07:35","In sea off Yarmouth",NA,NA,NA,NA
"05-10-1944","09:05","Taverham",52.6813393,1.19359337083944,"Taverham, Broadland, Norfolk, East of England, England, United Kingdom",0.4104701084432
"05-10-1944","11:38","Peasenhall",52.2701103,1.4509436,"Peasenhall, East Suffolk, Suffolk, East of England, England, United Kingdom",0.484154132137857
"05-10-1944","13:28","Surlingham",52.6069268,1.4149256,"Surlingham, School Lane, Surlingham, South Norfolk, Norfolk, East of England, England, NR14, United Kingdom",0.44674906391142
"05-10-1944","16:08","Tunstall",52.1443983,1.4474114,"Tunstall, East Suffolk, Suffolk, East of England, England, United Kingdom",0.46275828284593
"05-10-1944","17:44","Little Plumstead",52.6576794,1.4179244,"Little Plumstead, Broadland, Norfolk, East of England, England, NR13 5HZ, United Kingdom",0.378140546517606
"06-10-1944","09:25","Shotesham",52.5423235,1.318101,"Shotesham, South Norfolk, Norfolk, East of England, England, United Kingdom",0.447784926939796
"07-10-1944","08:56","Pitsea",51.5602396,0.5079761,"Pitsea, Brackendale Avenue, Pitsea Mount, Vange, Basildon, Essex, East of England, England, SS13 3BD, United Kingdom",0.424691670621569
"08-10-1944","08:02","Linford",50.8613139,-1.7400086,"Linford, Ellingham, Harbridge and Ibsley, New Forest, Hampshire, South East England, England, BH24 3HU, United Kingdom",0.44596057896493
"08-10-1944","15:22","Possible incident in sea.",NA,NA,NA,NA
"09-10-1944","05:52","Wanstead",51.5756739,0.0277989,"Wanstead, London Borough of Redbridge, London, Greater London, England, E11 2RJ, United Kingdom",0.548550399368711
"09-10-1944","09:47","Havingore Island",NA,NA,NA,NA
"09-10-1944","10:44","Cantley",52.5787207,1.5136275,"Cantley, Station Road, Cantley, Broadland, Norfolk, East of England, England, NR13 3SH, United Kingdom",0.399701883147039
"09-10-1944","10:45","Brook",50.9254563,-1.6139838,"Brook, Bramshaw, New Forest, Hampshire, South East England, England, SO43 7HE, United Kingdom",0.448041195081873
"09-10-1944","13:50","Hydemarsh",NA,NA,NA,NA
"09-10-1944","18:02","In sea nr. Orford",NA,NA,NA,NA
"10-10-1944","07:24","In sea nr. Frinton",NA,NA,NA,NA
"10-10-1944","10:22","Navestock",51.6534149,0.2222359,"Navestock, Brentwood, Essex, East of England, England, RM4 1HB, United Kingdom",0.385
"10-10-1944","16:00","Harwich (in harbour)",NA,NA,NA,NA
"10-10-1944","17:54","Bramerton",52.5941302,1.3879452,"Bramerton, South Norfolk, Norfolk, East of England, England, United Kingdom",0.419633810660442
"11-10-1944","00:44","Rawreth",51.6119453,0.5731425,"Rawreth, Rochford, Essex, East of England, England, SS11 8SY, United Kingdom",0.385
"11-10-1944","05:14","North Ockendon",51.5457699,0.2936981,"North Ockendon, London, Greater London, England, RM14 3PP, United Kingdom",0.498558873147647
"11-10-1944","06:44","Southend",51.5388241,0.7128137,"Southend-on-Sea, East of England, England, United Kingdom",0.58015928918299
"11-10-1944","08:10","Haddiscoe",52.5146842,1.5976707,"Haddiscoe, South Norfolk, Norfolk, East of England, England, United Kingdom",0.447009666411203
"11-10-1944","10:53","Rockland St. Mary",52.5868521,1.4141951,"Rockland St. Mary, South Norfolk, Norfolk, East of England, England, United Kingdom",0.604565279346267
"11-10-1944","14:20","Playford",52.0858511,1.2321082,"Playford, East Suffolk, Suffolk, East of England, England, United Kingdom",0.483868796445932
"12-10-1944","00:13","Walthamstow",51.5844701,-0.0188186,"Walthamstow, London, Greater London, England, E17 3AL, United Kingdom",0.571555976209574
"12-10-1944","02:51","Thames Estuary",51.5020975,0.037483480347527,"Estuary House, Thames Road, Waterside Park, Silvertown, London Borough of Newham, London, Greater London, England, E16 2FT, United Kingdom",0.201
"12-10-1944","07:40","Ingworth",52.8212105,1.25417393384565,"Ingworth, North Norfolk, Norfolk, East of England, England, United Kingdom",0.425802194348806
"12-10-1944","10:55","Rawreth",51.6119453,0.5731425,"Rawreth, Rochford, Essex, East of England, England, SS11 8SY, United Kingdom",0.385
"13-10-1944","06:46","Billericay",51.6284395,0.4218142,"Billericay, Basildon, Essex, East of England, England, United Kingdom",0.525215438114801
"13-10-1944","07:22","Barling",51.5713101,0.7848176,"Barling, Barling Magna, Rochford, Essex, East of England, England, SS3 0LS, United Kingdom",0.335794094499978
"14-10-1944","02:22","Northaw",51.704486,-0.1491919,"Northaw, Welwyn Hatfield, Hertfordshire, East of England, England, EN6 4NY, United Kingdom",0.360254845255209
"14-10-1944","23:51","Barking",51.5389922,0.0804245,"Barking, London, Greater London, England, IG11 8NL, United Kingdom",0.577373739958268
"15-10-1944","05:05","Rettenden",NA,NA,NA,NA
"17-10-1944","15:50","Little Baddow",51.7388758,0.5585233330901,"Little Baddow, Chelmsford, Essex, East of England, England, United Kingdom",0.517609725634953
"18-10-1944","06:32","Chislet",51.3343213,1.1915536,"Chislet, Canterbury, Kent, South East England, England, United Kingdom",0.438965278593994
"19-10-1944","07:10","Ightham",51.27657755,0.273345079046314,"Ightham, Tonbridge and Malling, Kent, South East England, England, United Kingdom",0.424317004425986
"20-10-1944","20:14","Croydon",51.3713049,-0.101957,"Croydon, London, Greater London, England, CR0 1SZ, United Kingdom",0.630409306448548
"21-10-1944","01:15","Hayes",51.5077154,-0.4181471,"Hayes, London Borough of Hillingdon, London, Greater London, England, UB3 2HW, United Kingdom",0.529725419269005
"23-10-1944","03:44","In sea nr. Clacton",NA,NA,NA,NA
"23-10-1944","14:10","Nevendon",51.61044935,0.517623113207787,"Nevendon Park, Wickford, Basildon, Essex, East of England, England, United Kingdom",0.25
"23-10-1944","16:53","St, Mary at Hoo",NA,NA,NA,NA
"23-10-1944","19:18","Navestock",51.6534149,0.2222359,"Navestock, Brentwood, Essex, East of England, England, RM4 1HB, United Kingdom",0.385
"24-10-1944","00:30","Langdon Hills",51.5626292,0.4125834,"Langdon Hills, Basildon, Essex, East of England, England, SS16 6BT, United Kingdom",0.475
"24-10-1944","02:07","Nr. Queenborough",NA,NA,NA,NA
"24-10-1944","04:59","Rushmere St. Andrew",52.0712107,1.2109434,"Rushmere St Andrew, East Suffolk, Suffolk, East of England, England, United Kingdom",0.673438300637181
"24-10-1944","20:44","Bulpham",NA,NA,NA,NA
"24-10-1944","20:48","Duck Island",54.51085455,-7.75592628908453,"Duck Island, County Fermanagh, Northern Ireland, United Kingdom",0.525
"24-10-1944","22:29","Leigh Marshes",51.53979485,0.637518025,"Leigh Marshes, Castle Drive, Leigh-on-Sea, Southend-on-Sea, East of England, England, SS9 2NL, United Kingdom",0.201
"24-10-1944","12:40","Wickford",51.6113905,0.5244419,"Wickford, Basildon, Essex, East of England, England, SS11 8GB, United Kingdom",0.41
"26-10-1944","08:10","Walthamstow",51.5844701,-0.0188186,"Walthamstow, London, Greater London, England, E17 3AL, United Kingdom",0.571555976209574
"26-10-1944","08:40","Bermondsey",51.4970125,-0.063268,"Bermondsey, London, Greater London, England, SE16 4DB, United Kingdom",0.577467763469062
"26-10-1944","08:55","Barley",52.0278442,0.0404716,"Barley, North Hertfordshire, Hertfordshire, East of England, England, United Kingdom",0.438369791841981
"26-10-1944","10:11","Welbourne",52.6177063,-0.2665571,"Welbourne, Werrington, Peterborough, City of Peterborough, East of England, England, PE4 6NH, United Kingdom",0.21
"26-10-1944","11:35","Sheering",51.8041856,0.173678127428669,"Sheering, Epping Forest, Essex, East of England, England, United Kingdom",0.430054390558144
"26-10-1944","13:41","In sea near Clacton",NA,NA,NA,NA
"26-10-1944","18:45","Southgate",51.6281547,-0.123596,"Southgate, London Borough of Enfield, London, Greater London, England, N14 6NJ, United Kingdom",0.531533343339616
"26-10-1944","22:50","Ilford",51.5582734,0.0711669,"Ilford, London, Greater London, England, IG1 1DL, United Kingdom",0.589801406140393
"27-10-1944","06:50","Egham",51.4312585,-0.5473085,"Egham, Runnymede, Surrey, South East England, England, United Kingdom",0.492401781952281
"27-10-1944","10:15","Swanley",51.39750895,0.180226326790758,"Swanley, Sevenoaks, Kent, South East England, England, United Kingdom",0.503430830318074
"27-10-1944","11:23","Leyton",51.5696734,-0.015681,"Leyton, London Borough of Waltham Forest, London, Greater London, England, E10 5AX, United Kingdom",0.550132071397511
"27-10-1944","12:05","Chingford",51.630887,0.0039962,"Chingford, London Borough of Waltham Forest, London, Greater London, England, E4 7DA, United Kingdom",0.540427732272338
"27-10-1944","18:54","Wanstead",51.5756739,0.0277989,"Wanstead, London Borough of Redbridge, London, Greater London, England, E11 2RJ, United Kingdom",0.548550399368711
"27-10-1944","23:22","West Ham",51.5280966,0.0045685,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom",0.655816067829073
"27-10-1944","23:45","Lewisham",51.4624325,-0.0101331,"Lewisham, London, Greater London, England, SE13 6BB, United Kingdom",0.584838264410508
"28-10-1944","04:59","Staines",51.434012,-0.511044,"Staines-upon-Thames, Surrey, South East England, England, United Kingdom",0.494871386033001
"28-10-1944","11:10","Deptford",51.4758453,-0.0215164,"Deptford, London Borough of Lewisham, London, Greater London, England, SE10 8ND, United Kingdom",0.58143955510971
"28-10-1944","18:15","Shalford",51.2122503,-0.565412,"Shalford, Guildford, Surrey, South East England, England, United Kingdom",0.437465632848575
"28-10-1944","18:20","Camberwell",51.4745706,-0.0925416,"Camberwell, London, Greater London, England, SE5 7AF, United Kingdom",0.582574193515447
"29-10-1944","23:57","Shenfield",51.6307466,0.3297538,"Shenfield, Hutton Road, Shenfield, Brentwood, Essex, East of England, England, CM15 8PA, United Kingdom",0.464934934074513
"30-10-1944","05:18","Barking",51.5389922,0.0804245,"Barking, London, Greater London, England, IG11 8NL, United Kingdom",0.577373739958268
"30-10-1944","12:29","West Ham",51.5280966,0.0045685,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom",0.655816067829073
"30-10-1944","12:30","West Ham",51.5280966,0.0045685,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom",0.655816067829073
"30-10-1944","16:25","Erith",51.480819,0.1792322,"Erith, London, Greater London, England, DA8 1SP, United Kingdom",0.535864673819667
"30-10-1944","18:45","Stepney",51.5174023,-0.0462189,"Stepney, London Borough of Tower Hamlets, London, Greater London, England, E1 3DH, United Kingdom",0.579227485691559
"30-10-1944","20:37","Elstree",51.6436161,-0.2994431,"Elstree, Hertsmere, Hertfordshire, East of England, England, WD6 3FE, United Kingdom",0.466849137603517
"31-10-1944","02:56","Ealing",51.5126553,-0.3051952,"Ealing, London, Greater London, England, W5 5DG, United Kingdom",0.600978471405883
"31-10-1944","07:45","Bermondsey",51.4970125,-0.063268,"Bermondsey, London, Greater London, England, SE16 4DB, United Kingdom",0.577467763469062
"31-10-1944","18:11","Bexley",51.4416793,0.150488,"Bexley, London Borough of Bexley, London, Greater London, England, DA5 1LD, United Kingdom",0.487073009909361
"31-10-1944","18:38","West Ham",51.5280966,0.0045685,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom",0.655816067829073
"31-10-1944","21:03","Hendon",51.5897442,-0.22162,"Hendon, London Borough of Barnet, London, Greater London, England, NW4 1BP, United Kingdom",0.584893814120778
"31-10-1944","23:37","Orpington",51.3805351,0.1062656,"Orpington, London, Greater London, England, BR6 0NA, United Kingdom",0.565778221712212
"01-11-1944","02:13","Woolwich",51.4826696,0.0623335,"Woolwich, London, Greater London, England, SE18 6FX, United Kingdom",0.610491366621664
"01-11-1944","05:11","Camberwell",51.4745706,-0.0925416,"Camberwell, London, Greater London, England, SE5 7AF, United Kingdom",0.582574193515447
"01-11-1944","18:35","Wanstead",51.5756739,0.0277989,"Wanstead, London Borough of Redbridge, London, Greater London, England, E11 2RJ, United Kingdom",0.548550399368711
"01-11-1944","18:26","Deptford",51.4758453,-0.0215164,"Deptford, London Borough of Lewisham, London, Greater London, England, SE10 8ND, United Kingdom",0.58143955510971
"01-11-1944","22:46","Dartford",51.4443059,0.21807,"Dartford, Kent, South East England, England, United Kingdom",0.51532359894057
"02-11-1944","03:30","Esher",51.3693929,-0.3654406,"Esher, Elmbridge, Surrey, South East England, England, United Kingdom",0.528002769416701
"02-11-1944","10:03","Lewisham",51.4624325,-0.0101331,"Lewisham, London, Greater London, England, SE13 6BB, United Kingdom",0.584838264410508
"02-11-1944","17:01","Banstead",51.3238969,-0.1986813,"Banstead, Reigate and Banstead, Surrey, South East England, England, United Kingdom",0.47926833579344
"02-11-1944","20:58","Thurrock",51.5080169,0.396281739543767,"Thurrock, East of England, England, United Kingdom",0.581056652472228
"03-11-1944","00:58","Hornchurch",51.5613235,0.2212279,"Hornchurch, London Borough of Havering, London, Greater London, England, RM12 6AF, United Kingdom",0.53678047669292
"03-11-1944","04:38","Lewisham",51.4624325,-0.0101331,"Lewisham, London, Greater London, England, SE13 6BB, United Kingdom",0.584838264410508
"03-11-1944","10:26","Barking",51.5389922,0.0804245,"Barking, London, Greater London, England, IG11 8NL, United Kingdom",0.577373739958268
"04-11-1944","10:57","Ilford",51.5582734,0.0711669,"Ilford, London, Greater London, England, IG1 1DL, United Kingdom",0.589801406140393
"04-11-1944","17:28","Sutton-at-Hone",51.4109769,0.2353934,"Sutton at Hone, Dartford, Kent, South East England, England, DA4 9ET, United Kingdom",0.546981559290857
"04-11-1944","18:05","Great Wakering",51.5429465,0.843767046984597,"Great Wakering, Rochford, Essex, East of England, England, United Kingdom",0.479354982157541
"04-11-1944","21:49","Romford",51.5760462,0.1822646,"Romford, London, Greater London, England, RM1 1RX, United Kingdom",0.57247970972807
"05-11-1944","00:37","Romford",51.5760462,0.1822646,"Romford, London, Greater London, England, RM1 1RX, United Kingdom",0.57247970972807
"05-11-1944","01:30","Penshurst",51.1612732,0.176626741246239,"Penshurst, Sevenoaks, Kent, South East England, England, United Kingdom",0.464544854295327
"05-11-1944","07:45","Wandsworth",51.4570271,-0.1932607,"Wandsworth, London, Greater London, England, SW18 1UN, United Kingdom",0.589980607427848
"05-11-1944","10:55","Bermondsey",51.4970125,-0.063268,"Bermondsey, London, Greater London, England, SE16 4DB, United Kingdom",0.577467763469062
"05-11-1944","12:42","Rainham",51.3642835,0.6014889,"Rainham, Kent, South East England, England, ME8 0DG, United Kingdom",0.476268984478359
"05-11-1944","16:41","Dagenham",51.5413271,0.1481142,"Dagenham, London Borough of Barking and Dagenham, London, Greater London, England, RM10 8QS, United Kingdom",0.585775867091488
"05-11-1944","17:13","Islington",51.5384287,-0.0999051,"Islington, London, Greater London, England, N1, United Kingdom",0.590133794911945
"06-11-1944","09:49","Luton",51.8784385,-0.4152837,"Luton, East of England, England, LU1 2YN, United Kingdom",0.644916343390733
"06-11-1944","10:51","Yalding",51.2243634,0.4314514,"Yalding, Maidstone, Kent, South East England, England, United Kingdom",0.429018527529768
"06-11-1944","14:58","Bexley",51.4416793,0.150488,"Bexley, London Borough of Bexley, London, Greater London, England, DA5 1LD, United Kingdom",0.487073009909361
"06-11-1944","17:50","Little Warley",51.5874369,0.3145195,"Little Warley, Brentwood, Essex, East of England, England, CM13 3HA, United Kingdom",0.475
"07-11-1944","01:08","Weeley",51.85218765,1.12153472507614,"Weeley, Tendring, Essex, East of England, England, United Kingdom",0.405064603083614
"07-11-1944","09:04","Canvey Island",51.52417695,0.608458707431351,"Canvey Island, Leigh Beck, Castle Point, Essex, East of England, England, United Kingdom",0.612142548367206
"10-11-1944","06:46","Off Clacton",51.7969159,1.15254997683924,"Bootleggers Off Licence, 137-139, Wellesley Road, Clacton-on-Sea, Tendring, Essex, East of England, England, CO15 3QD, United Kingdom",0.201
"10-11-1944","08:15","Hornsey",51.5873645,-0.1209667,"Hornsey, London Borough of Haringey, London, Greater London, England, N8 7PB, United Kingdom",0.48774807032046
"10-11-1944","11:48","Erith",51.480819,0.1792322,"Erith, London, Greater London, England, DA8 1SP, United Kingdom",0.535864673819667
"10-11-1944","14:19","Stepney",51.5174023,-0.0462189,"Stepney, London Borough of Tower Hamlets, London, Greater London, England, E1 3DH, United Kingdom",0.579227485691559
"10-11-1944","15:07","Fulbourne",51.82430855,0.512193680047189,"Fulbourne's Farm, Great and Little Leighs, Great Leighs, Chelmsford, Essex, East of England, England, United Kingdom",0.3
"11-11-1944","15:40","Cliffe-at-Hoo",51.4623809,0.5006686,"Cliffe, Medway, South East England, England, ME3 7RH, United Kingdom",0.402975169111391
"11-11-1944","18:37","Greenwich",51.4820845,-0.0045417,"Greenwich, London, Greater London, England, SE10 9HF, United Kingdom",0.608875964992602
"11-11-1944","19:09","Monkton",50.81544715,-3.15641428313034,"Monkton, East Devon, Devon, South West England, England, United Kingdom",0.500662761687882
"11-11-1944","23:44","Sundridge",51.2792625,0.1285706,"Sundridge, Sevenoaks, Kent, South East England, England, TN14 6ES, United Kingdom",0.411403950541444
"12-11-1944","00:08","Ilford",51.5582734,0.0711669,"Ilford, London, Greater London, England, IG1 1DL, United Kingdom",0.589801406140393
"12-11-1944","02:29","Romford",51.5760462,0.1822646,"Romford, London, Greater London, England, RM1 1RX, United Kingdom",0.57247970972807
"12-11-1944","11:35","Nazeing",51.7399272,0.0470351,"Nazeing, Epping Forest, Essex, East of England, England, United Kingdom",0.439847857867275
"12-11-1944","17:30","Stone",52.9033037,-2.1477653,"Stone, Stafford, Staffordshire, West Midlands, England, United Kingdom",0.503117709918725
"12-11-1944","20:49","St. Marylebone",51.5225862,-0.1567349,"Baker Street, Marylebone Road, Marylebone, City of Westminster, London, Greater London, England, NW1 5LD, United Kingdom",0.694108271296101
"12-11-1944","21:56","West Ham",51.5280966,0.0045685,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom",0.655816067829073
"12-11-1944","23:44","Swanscombe",51.4436966,0.3065743,"Swanscombe, Dartford, Kent, South East England, England, DA10 0JB, United Kingdom",0.467037328282168
"13-11-1944","04:32","Gt. Warley",NA,NA,NA,NA
"13-11-1944","05:09","West Ham",51.5280966,0.0045685,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom",0.655816067829073
"13-11-1944","08:12","Off Clacton",51.7969159,1.15254997683924,"Bootleggers Off Licence, 137-139, Wellesley Road, Clacton-on-Sea, Tendring, Essex, East of England, England, CO15 3QD, United Kingdom",0.201
"13-11-1944","12:49","Erith",51.480819,0.1792322,"Erith, London, Greater London, England, DA8 1SP, United Kingdom",0.535864673819667
"13-11-1944","16:39","Gravesend",51.4424747,0.3694468,"Gravesend, Gravesham, Kent, South East England, England, United Kingdom",0.556346912254148
"13-11-1944","22:17","Langdon Hills",51.5626292,0.4125834,"Langdon Hills, Basildon, Essex, East of England, England, SS16 6BT, United Kingdom",0.475
"13-11-1944","22:47","Southborough",51.1642824,0.263373513855501,"Southborough, Tunbridge Wells, Kent, South East England, England, United Kingdom",0.476912670740405
"14-11-1944","06:17","Orpington",51.3805351,0.1062656,"Orpington, London, Greater London, England, BR6 0NA, United Kingdom",0.565778221712212
"14-11-1944","08:41","Woolwich",51.4826696,0.0623335,"Woolwich, London, Greater London, England, SE18 6FX, United Kingdom",0.610491366621664
"14-11-1944","09:38","Greenwich",51.4820845,-0.0045417,"Greenwich, London, Greater London, England, SE10 9HF, United Kingdom",0.608875964992602
"14-11-1944","21:38","Dartford",51.4443059,0.21807,"Dartford, Kent, South East England, England, United Kingdom",0.51532359894057
"14-11-1944","22:16","Rayleigh",51.59414695,0.609090565184708,"Rayleigh, Rochford, Essex, East of England, England, United Kingdom",0.530266651281705
"14-11-1944","22:24","Bermondsey",51.4970125,-0.063268,"Bermondsey, London, Greater London, England, SE16 4DB, United Kingdom",0.577467763469062
"15-11-1944","00:05","West Ham",51.5280966,0.0045685,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom",0.655816067829073
"15-11-1944","02:06","Southgate",51.6281547,-0.123596,"Southgate, London Borough of Enfield, London, Greater London, England, N14 6NJ, United Kingdom",0.531533343339616
"15-11-1944","05:12","Romford",51.5760462,0.1822646,"Romford, London, Greater London, England, RM1 1RX, United Kingdom",0.57247970972807
